building_id,site_id,building_id_kaggle,site_id_kaggle,primaryspaceusage,sub_primaryspaceusage,sqm,sqft,lat,lng,timezone,electricity,hotwater,chilledwater,steam,water,irrigation,solar,gas,industry,subindustry,heatingtype,yearbuilt,date_opened,numberoffloors,occupants,energystarscore,eui,site_eui,source_eui,leed_level,rating
Lamb_education_Sabrina,Lamb,700.0,5.0,Education,Primary/Secondary Classroom,1065.0,11464.0,51.49783804108846,-3.186245571244898,Europe/London,Yes,,,,,,,Yes,Education,Primary/Secondary School,Gas,1976.0,,1.0,235.0,,,,,,D
Lamb_education_Darrel,Lamb,701.0,5.0,Education,Primary/Secondary Classroom,11954.9,128682.0,51.49783804108846,-3.186245571244898,Europe/London,Yes,,,,,,,Yes,Education,Primary/Secondary School,Gas,1966.0,,4.0,1500.0,,,,,,C
Lamb_education_Isabelle,Lamb,702.0,5.0,Education,Primary/Secondary Classroom,2253.0,24251.0,51.49783804108846,-3.186245571244898,Europe/London,Yes,,,,,,,Yes,Education,Primary/Secondary School,Gas,1966.0,,2.0,322.0,,,,,,C
Lamb_education_Norris,Lamb,703.0,5.0,Education,Primary/Secondary Classroom,3211.0,34563.0,51.49783804108846,-3.186245571244898,Europe/London,Yes,,,,,,,Yes,Education,Primary/Secondary School,Gas,1966.0,,1.0,317.0,,,,,,D
Lamb_education_Logan,Lamb,,5.0,Education,Primary/Secondary Classroom,2152.0,23164.0,51.49783804108846,-3.186245571244898,Europe/London,Yes,,,,,,,,Education,Primary/Secondary School,Gas,1976.0,,1.0,,,,,,,
Lamb_education_Rick,Lamb,704.0,5.0,Education,Primary/Secondary Classroom,1584.0,17050.0,51.49783804108846,-3.186245571244898,Europe/London,Yes,,,,,,,Yes,Education,Primary/Secondary School,Gas,1966.0,,1.0,389.0,,,,,,D
Lamb_education_Gabriel,Lamb,705.0,5.0,Education,Primary/Secondary Classroom,2193.0,23605.0,51.49783804108846,-3.186245571244898,Europe/London,Yes,,,,,,,Yes,Education,Primary/Secondary School,Gas,1976.0,,1.0,392.0,,,,,,D
Lamb_education_Gabrielle,Lamb,706.0,5.0,Education,Primary/Secondary Classroom,2572.0,27685.0,51.49783804108846,-3.186245571244898,Europe/London,Yes,,,,,,,Yes,Education,Primary/Secondary School,Gas,1919.0,,2.0,414.0,,,,,,D
Lamb_education_Kayla,Lamb,,5.0,Education,Primary/Secondary Classroom,2418.0,26027.0,51.49783804108846,-3.186245571244898,Europe/London,Yes,,,,,,,Yes,Education,Primary/Secondary School,Gas,1919.0,,3.0,241.0,,,,,,D
Lamb_education_Hubert,Lamb,707.0,5.0,Education,Primary/Secondary Classroom,1047.0,11270.0,51.49783804108846,-3.186245571244898,Europe/London,Yes,,,,,,,,Education,Primary/Secondary School,Gas,1976.0,,1.0,71.0,,,,,,C
Lamb_education_Harold,Lamb,,5.0,Education,Primary/Secondary Classroom,1188.0,12788.0,51.49783804108846,-3.186245571244898,Europe/London,Yes,,,,,,,Yes,Education,Primary/Secondary School,Gas,1966.0,,1.0,53.0,,,,,,E
Lamb_education_Dolly,Lamb,,5.0,Education,Primary/Secondary Classroom,2154.0,23185.0,51.49783804108846,-3.186245571244898,Europe/London,Yes,,,,,,,Yes,Education,Primary/Secondary School,Gas,1966.0,,2.0,230.0,,,,,,C
Lamb_education_Antonio,Lamb,708.0,5.0,Education,Primary/Secondary Classroom,9516.0,102429.0,51.49783804108846,-3.186245571244898,Europe/London,Yes,,,,,,,Yes,Education,Primary/Secondary School,Gas,1945.0,,4.0,1598.0,,,,,,E
Lamb_education_Lawrence,Lamb,709.0,5.0,Education,Primary/Secondary Classroom,2143.0,23067.0,51.49783804108846,-3.186245571244898,Europe/London,Yes,,,,,,,Yes,Education,Primary/Secondary School,Gas,1976.0,,2.0,202.0,,,,,,C
Lamb_education_Hellen,Lamb,710.0,5.0,Education,Primary/Secondary Classroom,1123.0,12088.0,51.49783804108846,-3.186245571244898,Europe/London,Yes,,,,,,,Yes,Education,Primary/Secondary School,Gas,1919.0,,4.0,29.0,,,,,,E
Lamb_education_Daniel,Lamb,711.0,5.0,Education,Primary/Secondary Classroom,1432.0,15414.0,51.49783804108846,-3.186245571244898,Europe/London,Yes,,,,,,,Yes,Education,Primary/Secondary School,Gas,1976.0,,1.0,214.0,,,,,,D
Lamb_education_Renae,Lamb,,5.0,Education,Primary/Secondary Classroom,6993.0,75272.0,51.49783804108846,-3.186245571244898,Europe/London,Yes,,,,,,,,Education,Primary/Secondary School,Gas,1966.0,,2.0,741.0,,,,,,C
Lamb_education_Wilbert,Lamb,,5.0,Education,Primary/Secondary Classroom,2215.0,23842.0,51.49783804108846,-3.186245571244898,Europe/London,Yes,,,,,,,Yes,Education,Primary/Secondary School,Gas,1945.0,,1.0,464.0,,,,,,D
Lamb_education_Salvador,Lamb,,5.0,Education,Primary/Secondary Classroom,2570.0,27663.0,51.49783804108846,-3.186245571244898,Europe/London,Yes,,,,,,,Yes,Education,Primary/Secondary School,Gas,1966.0,,2.0,348.0,,,,,,C
Lamb_education_Sylvester,Lamb,712.0,5.0,Education,Primary/Secondary Classroom,2132.0,22949.0,51.49783804108846,-3.186245571244898,Europe/London,Yes,,,,,,,Yes,Education,Primary/Secondary School,Gas,1976.0,,1.0,269.0,,,,,,D
Lamb_education_Dwayne,Lamb,713.0,5.0,Education,Primary/Secondary Classroom,1391.0,14973.0,51.49783804108846,-3.186245571244898,Europe/London,Yes,,,,,,,Yes,Education,Primary/Secondary School,Gas,1976.0,,2.0,197.0,,,,,,E
Lamb_education_Marc,Lamb,714.0,5.0,Education,Primary/Secondary Classroom,811.0,8730.0,51.49783804108846,-3.186245571244898,Europe/London,Yes,,,,,,,,Education,Primary/Secondary School,Electricity,1976.0,,1.0,192.0,,,,,,F
Lamb_education_Stefan,Lamb,715.0,5.0,Education,Primary/Secondary Classroom,2151.0,23153.0,51.49783804108846,-3.186245571244898,Europe/London,Yes,,,,,,,Yes,Education,Primary/Secondary School,Gas,1976.0,,2.0,403.0,,,,,,C
Lamb_education_Hui,Lamb,716.0,5.0,Education,Primary/Secondary Classroom,3462.0,37265.0,51.49783804108846,-3.186245571244898,Europe/London,Yes,,,,,,,Yes,Education,Primary/Secondary School,Gas,1919.0,,3.0,362.0,,,,,,D
Lamb_education_Randal,Lamb,717.0,5.0,Education,Primary/Secondary Classroom,2678.0,28826.0,51.49783804108846,-3.186245571244898,Europe/London,Yes,,,,,,,Yes,Education,Primary/Secondary School,Gas,1976.0,,2.0,284.0,,,,,,C
Lamb_education_Bert,Lamb,718.0,5.0,Education,Primary/Secondary Classroom,2403.0,25866.0,51.49783804108846,-3.186245571244898,Europe/London,Yes,,,,,,,Yes,Education,Primary/Secondary School,Gas,1919.0,,2.0,427.0,,,,,,C
Lamb_education_Maxwell,Lamb,719.0,5.0,Education,Primary/Secondary Classroom,2635.0,28363.0,51.49783804108846,-3.186245571244898,Europe/London,Yes,,,,,,,Yes,Education,Primary/Secondary School,Gas,1919.0,,2.0,336.0,,,,,,D
Lamb_education_Sunny,Lamb,720.0,5.0,Education,Primary/Secondary Classroom,1691.0,18202.0,51.49783804108846,-3.186245571244898,Europe/London,Yes,,,,,,,Yes,Education,Primary/Secondary School,Gas,1919.0,,2.0,333.0,,,,,,D
Lamb_education_Junior,Lamb,721.0,5.0,Education,Primary/Secondary Classroom,11285.0,121471.0,51.49783804108846,-3.186245571244898,Europe/London,Yes,,,,,,,Yes,Education,Primary/Secondary School,Gas,1966.0,,3.0,1140.0,,,,,,D
Lamb_education_Augustine,Lamb,722.0,5.0,Education,Primary/Secondary Classroom,2939.0,31635.0,51.49783804108846,-3.186245571244898,Europe/London,Yes,,,,,,,Yes,Education,Primary/Secondary School,Gas,1966.0,,3.0,517.0,,,,,,C
Lamb_education_Terina,Lamb,723.0,5.0,Education,Primary/Secondary Classroom,14868.0,160038.0,51.49783804108846,-3.186245571244898,Europe/London,Yes,,,,,,,Yes,Education,Primary/Secondary School,Gas,1966.0,,4.0,1598.0,,,,,,D
Lamb_education_Camille,Lamb,,5.0,Education,Primary/Secondary Classroom,6382.0,68695.0,51.49783804108846,-3.186245571244898,Europe/London,Yes,,,,,,,Yes,Education,Primary/Secondary School,Gas,1966.0,,2.0,909.0,,,,,,D
Lamb_education_Ira,Lamb,,5.0,Education,Primary/Secondary Classroom,1048.0,11281.0,51.49783804108846,-3.186245571244898,Europe/London,Yes,,,,,,,Yes,Education,Primary/Secondary School,Gas,1976.0,,1.0,258.0,,,,,,C
Lamb_education_Nathan,Lamb,,5.0,Education,Primary/Secondary Classroom,2937.0,31614.0,51.49783804108846,-3.186245571244898,Europe/London,Yes,,,,,,,Yes,Education,Primary/Secondary School,Gas,1976.0,,2.0,293.0,,,,,,C
Lamb_education_Lemuel,Lamb,,5.0,Education,Primary/Secondary Classroom,1589.0,17104.0,51.49783804108846,-3.186245571244898,Europe/London,Yes,,,,,,,Yes,Education,Primary/Secondary School,Gas,1966.0,,2.0,124.0,,,,,,E
Lamb_education_Williams,Lamb,724.0,5.0,Education,Primary/Secondary Classroom,8255.0,88856.0,51.49783804108846,-3.186245571244898,Europe/London,Yes,,,,,,,Yes,Education,Primary/Secondary School,Gas,1976.0,,2.0,1071.0,,,,,,D
Lamb_education_Hilary,Lamb,725.0,5.0,Education,Primary/Secondary Classroom,1281.0,13789.0,51.49783804108846,-3.186245571244898,Europe/London,Yes,,,,,,,Yes,Education,Primary/Secondary School,Gas,1919.0,,1.0,193.0,,,,,,
Lamb_education_Armando,Lamb,726.0,5.0,Education,Primary/Secondary Classroom,11200.9,120566.0,51.49783804108846,-3.186245571244898,Europe/London,Yes,,,,,,,Yes,Education,Primary/Secondary School,Gas,1945.0,,2.0,875.0,,,,,,D
Lamb_education_Ellen,Lamb,,5.0,Education,Primary/Secondary Classroom,2061.0,22184.0,51.49783804108846,-3.186245571244898,Europe/London,Yes,,,,,,,Yes,Education,Primary/Secondary School,Gas,1919.0,,2.0,387.0,,,,,,D
Lamb_education_Domitila,Lamb,727.0,5.0,Education,Primary/Secondary Classroom,12924.0,139113.0,51.49783804108846,-3.186245571244898,Europe/London,Yes,,,,,,,Yes,Education,Primary/Secondary School,Gas,1976.0,,3.0,1695.0,,,,,,C
Lamb_education_Maritza,Lamb,728.0,5.0,Education,Primary/Secondary Classroom,2815.0,30300.0,51.49783804108846,-3.186245571244898,Europe/London,Yes,,,,,,,Yes,Education,Primary/Secondary School,Gas,1966.0,,2.0,304.0,,,,,,D
Lamb_education_Faith,Lamb,729.0,5.0,Education,Primary/Secondary Classroom,1597.0,17190.0,51.49783804108846,-3.186245571244898,Europe/London,Yes,,,,,,,Yes,Education,Primary/Secondary School,Gas,1919.0,,2.0,219.0,,,,,,E
Lamb_education_Patsy,Lamb,,5.0,Education,Primary/Secondary Classroom,2991.0,32195.0,51.49783804108846,-3.186245571244898,Europe/London,Yes,,,,,,,Yes,Education,Primary/Secondary School,Gas,1919.0,,2.0,583.0,,,,,,D
Lamb_education_Eula,Lamb,,5.0,Education,Primary/Secondary Classroom,2927.0,31506.0,51.49783804108846,-3.186245571244898,Europe/London,Yes,,,,,,,Yes,Education,Primary/Secondary School,Gas,1919.0,,2.0,212.0,,,,,,C
Lamb_education_Nichol,Lamb,,5.0,Education,Primary/Secondary Classroom,4373.0,47071.0,51.49783804108846,-3.186245571244898,Europe/London,Yes,,,,,,,Yes,Education,Primary/Secondary School,Gas,1945.0,,2.0,219.0,,,,,,C
Lamb_education_Mckenzie,Lamb,730.0,5.0,Education,Primary/Secondary Classroom,11710.0,126045.0,51.49783804108846,-3.186245571244898,Europe/London,Yes,,,,,,,Yes,Education,Primary/Secondary School,Gas,1966.0,,4.0,1164.0,,,,,,E
Lamb_education_Wanda,Lamb,,5.0,Education,Primary/Secondary Classroom,1086.0,11690.0,51.49783804108846,-3.186245571244898,Europe/London,Yes,,,,,,,Yes,Education,Primary/Secondary School,Gas,1976.0,,1.0,201.0,,,,,,D
Lamb_education_Debby,Lamb,,5.0,Education,Primary/Secondary Classroom,2961.0,31872.0,51.49783804108846,-3.186245571244898,Europe/London,Yes,,,,,,,Yes,Education,Primary/Secondary School,Gas,1919.0,,2.0,383.0,,,,,,D
Lamb_education_Hillary,Lamb,,5.0,Education,Primary/Secondary Classroom,2238.0,24090.0,51.49783804108846,-3.186245571244898,Europe/London,Yes,,,,,,,Yes,Education,Primary/Secondary School,Gas,1976.0,,1.0,313.0,,,,,,C
Lamb_education_Larissa,Lamb,,5.0,Education,Primary/Secondary Classroom,2555.0,27502.0,51.49783804108846,-3.186245571244898,Europe/London,Yes,,,,,,,Yes,Education,Primary/Secondary School,Gas,1976.0,,2.0,315.0,,,,,,E
Lamb_education_Fred,Lamb,731.0,5.0,Education,Primary/Secondary Classroom,2708.0,29149.0,51.49783804108846,-3.186245571244898,Europe/London,Yes,,,,,,,Yes,Education,Primary/Secondary School,Gas,1919.0,,2.0,359.0,,,,,,D
Lamb_education_Carlton,Lamb,,5.0,Education,Primary/Secondary Classroom,3323.0,35768.0,51.49783804108846,-3.186245571244898,Europe/London,Yes,,,,,,,,Education,Primary/Secondary School,Gas,1966.0,,1.0,456.0,,,,,,D
Lamb_education_Rodrigo,Lamb,732.0,5.0,Education,Primary/Secondary Classroom,6149.0,66187.0,51.49783804108846,-3.186245571244898,Europe/London,Yes,,,,,,,Yes,Education,Primary/Secondary School,Gas,1976.0,,1.0,270.0,,,,,,D
Lamb_education_Marty,Lamb,,5.0,Education,Primary/Secondary Classroom,1201.0,12927.0,51.49783804108846,-3.186245571244898,Europe/London,Yes,,,,,,,Yes,Education,Primary/Secondary School,Gas,1976.0,,1.0,230.0,,,,,,E
Lamb_education_Heidi,Lamb,,5.0,Education,Primary/Secondary Classroom,2164.0,23293.0,51.49783804108846,-3.186245571244898,Europe/London,Yes,,,,,,,Yes,Education,Primary/Secondary School,Gas,1976.0,,1.0,402.0,,,,,,D
Lamb_education_Jane,Lamb,,5.0,Education,Primary/Secondary Classroom,2777.0,29891.0,51.49783804108846,-3.186245571244898,Europe/London,Yes,,,,,,,Yes,Education,Primary/Secondary School,Gas,1966.0,,3.0,489.0,,,,,,C
Lamb_education_Garry,Lamb,,5.0,Education,Primary/Secondary Classroom,3157.0,33982.0,51.49783804108846,-3.186245571244898,Europe/London,Yes,,,,,,,Yes,Education,Primary/Secondary School,Gas,1976.0,,3.0,353.0,,,,,,C
Lamb_education_Alina,Lamb,,5.0,Education,Primary/Secondary Classroom,1877.0,20204.0,51.49783804108846,-3.186245571244898,Europe/London,Yes,,,,,,,Yes,Education,Primary/Secondary School,Gas,1976.0,,1.0,396.0,,,,,,C
Lamb_education_Felipe,Lamb,733.0,5.0,Education,Primary/Secondary Classroom,9005.0,96929.0,51.49783804108846,-3.186245571244898,Europe/London,Yes,,,,,,,Yes,Education,Primary/Secondary School,Gas,1966.0,,3.0,1199.0,,,,,,C
Lamb_education_Vaughn,Lamb,734.0,5.0,Education,Primary/Secondary Classroom,2619.0,28191.0,51.49783804108846,-3.186245571244898,Europe/London,Yes,,,,,,,Yes,Education,Primary/Secondary School,Gas,1919.0,,1.0,515.0,,,,,,C
Lamb_education_Luz,Lamb,735.0,5.0,Education,Primary/Secondary Classroom,14474.9,155807.0,51.49783804108846,-3.186245571244898,Europe/London,Yes,,,,,,,Yes,Education,Primary/Secondary School,Biomass,2013.0,,2.0,1400.0,,,,,,
Lamb_education_Leopoldo,Lamb,,5.0,Education,Primary/Secondary Classroom,3984.0,42883.0,51.49783804108846,-3.186245571244898,Europe/London,Yes,,,,,,,Yes,Education,Primary/Secondary School,Gas,1976.0,,2.0,64.0,,,,,,B
Lamb_education_Robin,Lamb,736.0,5.0,Education,Primary/Secondary Classroom,8794.0,94658.0,51.49783804108846,-3.186245571244898,Europe/London,Yes,,,,,,,Yes,Education,Primary/Secondary School,Gas,1976.0,,3.0,856.0,,,,,,G
Lamb_education_Kasha,Lamb,,5.0,Education,Primary/Secondary Classroom,2335.0,25134.0,51.49783804108846,-3.186245571244898,Europe/London,Yes,,,,,,,Yes,Government,Primary/Secondary School,Gas,1966.0,,2.0,441.0,,,,,,C
Lamb_education_Traci,Lamb,737.0,5.0,Education,Primary/Secondary Classroom,1374.0,14790.0,51.49783804108846,-3.186245571244898,Europe/London,Yes,,,,,,,,Government,Primary/Secondary School,Gas,1976.0,,1.0,,,,,,,D
Lamb_education_Lazaro,Lamb,738.0,5.0,Education,Primary/Secondary Classroom,8866.0,95433.0,51.49783804108846,-3.186245571244898,Europe/London,Yes,,,,,,,Yes,Government,Primary/Secondary School,Gas,1966.0,,4.0,1173.0,,,,,,D
Lamb_education_Philomena,Lamb,739.0,5.0,Education,Primary/Secondary Classroom,12732.0,137046.0,51.49783804108846,-3.186245571244898,Europe/London,Yes,,,,,,,Yes,Government,Primary/Secondary School,Gas,1966.0,,2.0,1104.0,,,,,,C
Lamb_education_Willetta,Lamb,740.0,5.0,Education,Primary/Secondary Classroom,3528.0,37975.0,51.49783804108846,-3.186245571244898,Europe/London,Yes,,,,,,,Yes,Government,Primary/Secondary School,Gas,1976.0,,1.0,400.0,,,,,,
Lamb_education_Chet,Lamb,,5.0,Education,Primary/Secondary Classroom,1078.0,11603.0,51.49783804108846,-3.186245571244898,Europe/London,Yes,,,,,,,Yes,Government,Primary/Secondary School,Gas,1945.0,,2.0,235.0,,,,,,C
Lamb_education_Emilie,Lamb,741.0,5.0,Education,Primary/Secondary Classroom,1303.0,14025.0,51.49783804108846,-3.186245571244898,Europe/London,Yes,,,,,,,Yes,Government,Primary/Secondary School,Gas,1966.0,,1.0,171.0,,,,,,F
Lamb_education_Felicia,Lamb,,5.0,Education,Primary/Secondary Classroom,2182.0,23487.0,51.49783804108846,-3.186245571244898,Europe/London,Yes,,,,,,,Yes,Government,Primary/Secondary School,Gas,1966.0,,2.0,,,,,,,C
Lamb_assembly_Librada,Lamb,742.0,5.0,Entertainment/public assembly,Sports Stadium,2957.0,31829.0,51.49783804108846,-3.186245571244898,Europe/London,Yes,,,,,,,,Government,Public Assembly,Gas,1976.0,,2.0,,,,,,,B
Lamb_assembly_Rosa,Lamb,743.0,5.0,Entertainment/public assembly,Sports Stadium,1132.0,12185.0,51.49783804108846,-3.186245571244898,Europe/London,Yes,,,,,,,Yes,Government,Public Assembly,Gas,1976.0,,2.0,55.0,,,,,,G
Lamb_assembly_Katelyn,Lamb,744.0,5.0,Entertainment/public assembly,Theater,4519.0,48642.0,51.49783804108846,-3.186245571244898,Europe/London,Yes,,,,,,,Yes,Government,Public Assembly,Gas,1919.0,,5.0,,,,,,,B
Lamb_warehouse_Allan,Lamb,,5.0,Warehouse/storage,Warehouse,1457.0,15683.0,51.49783804108846,-3.186245571244898,Europe/London,Yes,,,,,,,,Government,"City, County, State",Gas,1966.0,,2.0,200.0,,,,,,G
Peacock_education_Anita,Peacock,745.0,6.0,Education,College Classroom,1255.3,13512.0,40.349999999999966,-74.69999999999995,US/Eastern,Yes,,Yes,Yes,,,,,Education,College/University,,,,,,,,,,,
Peacock_office_Burl,Peacock,746.0,6.0,Office,Office,1661.0,17879.0,40.349999999999966,-74.69999999999995,US/Eastern,Yes,,,,,,,,Education,College/University,,,,,,,,,,,
Peacock_office_Glenn,Peacock,,6.0,Office,Office,2179.3,23458.0,40.349999999999966,-74.69999999999995,US/Eastern,Yes,,,,,,,,Education,College/University,,,,,,,,,,,
Peacock_education_Patience,Peacock,747.0,6.0,Education,College Classroom,2836.4,30531.0,40.349999999999966,-74.69999999999995,US/Eastern,Yes,,Yes,Yes,,,,,Education,College/University,,,,,,,,,,,
Peacock_office_Norman,Peacock,748.0,6.0,Office,Office,3044.1,32766.0,40.349999999999966,-74.69999999999995,US/Eastern,Yes,,Yes,Yes,,,,,Education,College/University,,,,,,,,,,,
Peacock_lodging_Francesca,Peacock,749.0,6.0,Lodging/residential,Dormitory,3338.6,35936.0,40.349999999999966,-74.69999999999995,US/Eastern,Yes,,,Yes,,,,,Education,College/University,,,,,,,,,,,
Peacock_education_Pasquale,Peacock,750.0,6.0,Education,College Laboratory,3343.6,35990.0,40.349999999999966,-74.69999999999995,US/Eastern,Yes,,Yes,Yes,,,,,Education,College/University,,,,,,,,,,,
Peacock_office_Jonathon,Peacock,751.0,6.0,Office,Office,3482.5,37485.0,40.349999999999966,-74.69999999999995,US/Eastern,Yes,,Yes,Yes,,,,,Education,College/University,,,,,,,,,,,
Peacock_public_Linda,Peacock,752.0,6.0,Public services,Library,3592.7,38671.0,40.349999999999966,-74.69999999999995,US/Eastern,Yes,,Yes,,,,,,Education,College/University,,,,,,,,,,,
Peacock_education_Yolanda,Peacock,753.0,6.0,Education,College Laboratory,3675.1,39558.0,40.349999999999966,-74.69999999999995,US/Eastern,Yes,,Yes,Yes,,,,,Education,College/University,,,,,,,,,,,
Peacock_office_Ronda,Peacock,754.0,6.0,Office,Office,3840.3,41337.0,40.349999999999966,-74.69999999999995,US/Eastern,,,,Yes,,,,,Education,College/University,,,,,,,,,,,
Peacock_office_Julian,Peacock,755.0,6.0,Office,Office,3913.9,42129.0,40.349999999999966,-74.69999999999995,US/Eastern,Yes,,Yes,,,,,,Education,College/University,,,,,,,,,,,
Peacock_lodging_Chloe,Peacock,756.0,6.0,Lodging/residential,Dormitory,4120.4,44352.0,40.349999999999966,-74.69999999999995,US/Eastern,Yes,,,Yes,,,,,Education,College/University,,,,,,,,,,,
Peacock_education_Bianca,Peacock,757.0,6.0,Education,College Laboratory,4349.1,46813.0,40.349999999999966,-74.69999999999995,US/Eastern,Yes,,,Yes,,,,,Education,College/University,,,,,,,,,,,
Peacock_lodging_Terrie,Peacock,758.0,6.0,Lodging/residential,Dormitory,4367.1,47007.0,40.349999999999966,-74.69999999999995,US/Eastern,Yes,,,Yes,,,,,Education,College/University,,,,,,,,,,,
Peacock_lodging_Nova,Peacock,759.0,6.0,Lodging/residential,Dormitory,4507.6,48519.0,40.349999999999966,-74.69999999999995,US/Eastern,Yes,,,Yes,,,,,Education,College/University,,,,,,,,,,,
Peacock_office_Dara,Peacock,760.0,6.0,Office,Office,4644.2,49990.0,40.349999999999966,-74.69999999999995,US/Eastern,Yes,,Yes,Yes,,,,,Education,College/University,,,,,,,,,,,
Peacock_assembly_Socorro,Peacock,761.0,6.0,Entertainment/public assembly,Theater,4880.6,52534.0,40.349999999999966,-74.69999999999995,US/Eastern,Yes,,,,,,,,Education,College/University,,,,,,,,,,,
Peacock_education_Shelly,Peacock,762.0,6.0,Education,College Laboratory,4984.3,53651.0,40.349999999999966,-74.69999999999995,US/Eastern,Yes,,,Yes,,,,,Education,College/University,,,,,,,,,,,
Peacock_office_Naomi,Peacock,763.0,6.0,Office,Office,5072.2,54597.0,40.349999999999966,-74.69999999999995,US/Eastern,Yes,,Yes,Yes,,,,,Education,College/University,,,,,,,,,,,
Peacock_education_Robbie,Peacock,764.0,6.0,Education,College Classroom,5416.9,58307.0,40.349999999999966,-74.69999999999995,US/Eastern,Yes,,,Yes,,,,,Education,College/University,,,,,,,,,,,
Peacock_assembly_Russ,Peacock,765.0,6.0,Entertainment/public assembly,Swimming Pool,5440.6,58562.0,40.349999999999966,-74.69999999999995,US/Eastern,Yes,,Yes,Yes,,,,,Education,College/University,,,,,,,,,,,
Peacock_office_Annie,Peacock,766.0,6.0,Office,Office,6021.8,64818.0,40.349999999999966,-74.69999999999995,US/Eastern,Yes,,,Yes,,,,,Education,College/University,,,,,,,,,,,
Peacock_office_Major,Peacock,767.0,6.0,Office,Office,6507.1,70042.0,40.349999999999966,-74.69999999999995,US/Eastern,Yes,,Yes,Yes,,,,,Education,College/University,,,,,,,,,,,
Peacock_education_Joshua,Peacock,768.0,6.0,Education,College Laboratory,7054.0,75929.0,40.349999999999966,-74.69999999999995,US/Eastern,Yes,,,,,,,,Education,College/University,,,,,,,,,,,
Peacock_education_Forest,Peacock,769.0,6.0,Education,College Classroom,7178.0,77263.0,40.349999999999966,-74.69999999999995,US/Eastern,Yes,,Yes,Yes,,,,,Education,College/University,,,,,,,,,,,
Peacock_education_Dustin,Peacock,770.0,6.0,Education,College Classroom,7462.4,80325.0,40.349999999999966,-74.69999999999995,US/Eastern,Yes,,Yes,Yes,,,,,Education,College/University,,,,,,,,,,,
Peacock_lodging_James,Peacock,771.0,6.0,Lodging/residential,Dormitory,7702.7,82911.0,40.349999999999966,-74.69999999999995,US/Eastern,Yes,,Yes,Yes,,,,,Education,College/University,,,,,,,,,,,
Peacock_lodging_Erica,Peacock,772.0,6.0,Lodging/residential,Dormitory,8144.0,87661.0,40.349999999999966,-74.69999999999995,US/Eastern,,,,Yes,,,,,Education,College/University,,,,,,,,,,,
Peacock_lodging_Mathew,Peacock,773.0,6.0,Lodging/residential,Dormitory,8669.1,93313.0,40.349999999999966,-74.69999999999995,US/Eastern,Yes,,,Yes,,,,,Education,College/University,,,,,,,,,,,
Peacock_lodging_Matthew,Peacock,774.0,6.0,Lodging/residential,Dormitory,8686.4,93500.0,40.349999999999966,-74.69999999999995,US/Eastern,Yes,,Yes,Yes,,,,,Education,College/University,,,,,,,,,,,
Peacock_office_Elton,Peacock,775.0,6.0,Office,Office,9694.9,104355.0,40.349999999999966,-74.69999999999995,US/Eastern,Yes,,,,,,,,Education,College/University,,,,,,,,,,,
Peacock_office_Effie,Peacock,776.0,6.0,Office,Office,9723.9,104667.0,40.349999999999966,-74.69999999999995,US/Eastern,Yes,,Yes,Yes,,,,,Education,College/University,,,,,,,,,,,
Peacock_lodging_Wes,Peacock,777.0,6.0,Lodging/residential,Dormitory,9828.3,105791.0,40.349999999999966,-74.69999999999995,US/Eastern,Yes,,Yes,Yes,,,,,Education,College/University,,,,,,,,,,,
Peacock_assembly_Dena,Peacock,778.0,6.0,Entertainment/public assembly,Museum,10065.0,108339.0,40.349999999999966,-74.69999999999995,US/Eastern,Yes,,Yes,Yes,,,,,Education,College/University,,,,,,,,,,,
Peacock_lodging_Sergio,Peacock,779.0,6.0,Lodging/residential,Dormitory,10498.0,113000.0,40.349999999999966,-74.69999999999995,US/Eastern,Yes,,Yes,Yes,,,,,Education,College/University,,,,,,,,,,,
Peacock_education_Ophelia,Peacock,780.0,6.0,Education,College Laboratory,11226.0,120836.0,40.349999999999966,-74.69999999999995,US/Eastern,Yes,,Yes,,,,,,Education,College/University,,,,,,,,,,,
Peacock_lodging_Lou,Peacock,781.0,6.0,Lodging/residential,Dormitory,11895.7,128044.0,40.349999999999966,-74.69999999999995,US/Eastern,Yes,,,,,,,,Education,College/University,,,,,,,,,,,
Peacock_education_Karyn,Peacock,782.0,6.0,Education,College Laboratory,12016.4,129344.0,40.349999999999966,-74.69999999999995,US/Eastern,Yes,,,,,,,,Education,College/University,,,,,,,,,,,
Peacock_assembly_Mamie,Peacock,783.0,6.0,Entertainment/public assembly,Gynasium,13295.3,143110.0,40.349999999999966,-74.69999999999995,US/Eastern,Yes,,Yes,Yes,,,,,Education,College/University,,,,,,,,,,,
Peacock_education_Lyle,Peacock,784.0,6.0,Education,Student Union,17727.5,190817.0,40.349999999999966,-74.69999999999995,US/Eastern,Yes,,Yes,Yes,,,,,Education,College/University,,,,,,,,,,,
Peacock_education_Weldon,Peacock,,6.0,Education,College Laboratory,22419.7,241324.0,40.349999999999966,-74.69999999999995,US/Eastern,Yes,,Yes,,,,,,Education,College/University,,,,,,,,,,,
Peacock_education_Gilberto,Peacock,785.0,6.0,Education,College Laboratory,23225.8,250000.0,40.349999999999966,-74.69999999999995,US/Eastern,Yes,,,,,,,,Education,College/University,,,,,,,,,,,
Peacock_education_Lucie,Peacock,786.0,6.0,Education,College Laboratory,23876.1,257000.0,40.349999999999966,-74.69999999999995,US/Eastern,Yes,,Yes,Yes,,,,,Education,College/University,,,,,,,,,,,
